Date/Time,Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 03/22  23:00:00,0.0,0.0,6575985.9739331169,55180531.87831212,73691760.40172555,73691760.40172553,6791184.0 
 03/22  24:00:00,0.0,0.0,4802369.727932371,44533202.00181078,58551584.40070834,58551584.40070834,6791184.0 
 03/23  01:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 03/23  02:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 03/23  03:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 03/23  04:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 03/23  05:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 03/23  06:00:00,3729698.8487206439,115909944.01398558,10829279.40873432,55180531.87831212,102635034.13323909,102635034.13323908,6791184.0 
 03/23  07:00:00,29221103.35130745,89012395.69736454,39455915.84359869,95796493.41677365,217476938.55910246,217476938.55910246,6791184.0 
 03/23  08:00:00,9945347.16478022,144014721.02890105,114596358.49650875,204227663.7591693,344578902.59111276,344578902.59111276,6791184.0 
 03/23  09:00:00,4933967.233554572,144219183.04113899,99703597.22593272,174055806.61631219,292443160.1925962,292443160.1925962,6791184.0 
 03/23  10:00:00,3200700.4375095015,148652467.90906368,95072922.72855723,167093070.35257594,277459977.9116137,277459977.9116137,11372399.6005128 
 03/23  11:00:00,2164495.6790275659,160108713.57131238,93217839.17230365,174055806.61631219,281541557.8911599,281541557.8911599,25810482.888108098 
 03/23  12:00:00,14891597.14013502,163241225.9493081,93124323.85391507,177667514.30607478,303657021.8558799,303657021.8558799,31723490.652264369 
 03/23  13:00:00,393998.7739633427,175921304.9082656,93124323.85391507,179858086.8360924,292234340.3867436,292234340.3867436,31394007.920787105 
 03/23  14:00:00,0.0,174797046.249996,93124323.85391507,167093070.35257594,287581988.6992177,287581988.6992177,17045902.023569906 
 03/23  15:00:00,0.0,178790832.09272773,93124323.85391507,167093070.35257594,292077988.55300858,292077988.55300858,18881885.20411267 
 03/23  16:00:00,13424.314966480597,186850550.89225386,93778947.72889565,177537174.74818034,304691697.459618,304691697.459618,25534948.44093333 
 03/23  17:00:00,8993185.116841538,173596401.3234378,53265743.51729138,140923939.57316489,237296294.31339646,237296294.31339649,15453540.044907228 
 03/23  18:00:00,0.0,151502651.79137785,34793530.26446937,69106004.40578464,135898894.84749923,135898894.8474992,11032649.403048898 
 03/23  19:00:00,0.0,141748985.54525853,39356258.62810824,59822356.05413629,135542078.08237008,135542078.08237005,6791184.0 
 03/23  20:00:00,0.0,129734188.70628263,26303943.895732467,59822356.05413629,129186476.02707643,129186476.0270764,10971070.12791218 
 03/23  21:00:00,80917.42898571975,119181532.94933851,26303943.895732467,55180531.87831212,127828459.94968193,127828459.94968193,6791184.0 
 03/23  22:00:00,0.0,0.0,13151971.947866233,55180531.87831212,80271371.63626296,80271371.63626296,6791184.0 
 03/23  23:00:00,0.0,0.0,6575985.9739331169,55180531.87831212,73691760.40172555,73691760.40172553,6791184.0 
 03/23  24:00:00,0.0,0.0,4802369.727932371,44533202.00181078,58551584.40070834,58551584.40070834,6791184.0 
 03/24  01:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 03/24  02:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 03/24  03:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 03/24  04:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 03/24  05:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 03/24  06:00:00,1802828.551920825,141401751.51309235,10829279.40873432,55180531.87831212,109624699.40254247,109624699.40254246,6791184.0 
 03/24  07:00:00,21855089.24498167,107544670.23996891,39455915.84359869,95796493.41677365,224990251.9126351,224990251.9126351,6791184.0 
 03/24  08:00:00,5627311.234600155,160867101.75768794,116825227.93549912,204227663.7591693,355024918.15166249,355024918.1516624,6791184.0 
 03/24  09:00:00,3648498.5059336519,160858156.80906628,110094050.50986809,174055806.61631219,312478569.08217826,312478569.08217826,6791184.0 
 03/24  10:00:00,2272686.6735796194,161093694.93081666,100698155.40005385,167093070.35257594,295477814.8817981,295477814.881798,15957151.61459052 
 03/24  11:00:00,1620163.048343686,169172629.90591619,96792480.173412,174055806.61631219,302124945.6718941,302124945.6718941,25794316.842065809 
 03/24  12:00:00,8791511.735426842,168677145.49387426,95368720.03168746,177667514.30607478,325617179.8449433,325617179.84494337,27146322.62426921 
 03/24  13:00:00,180969.4136924074,181591785.21806006,95368720.03168746,179858086.8360924,322914716.6400314,322914716.6400314,30998729.822654014 
 03/24  14:00:00,0.0,180655339.2609842,95368720.03168746,167093070.35257594,320975087.4789245,320975087.4789245,20260507.375226764 
 03/24  15:00:00,0.0,187073952.06483013,95519502.24712524,167093070.35257594,336924406.5215494,336924406.52154937,15712185.189655966 
 03/24  16:00:00,0.0,199152293.2122337,97540614.61070667,177537174.74818034,366919975.165807,366919975.165807,25531088.079879438 
 03/24  17:00:00,0.0,188353013.44324429,57480161.80306664,140923939.57316489,296555591.16035678,296555591.16035678,15436669.066237733 
 03/24  18:00:00,0.0,168147320.08725105,37846958.10464141,69106004.40578464,204233228.3441349,204233228.34413494,11021671.348040663 
 03/24  19:00:00,0.0,157849118.0230564,39455915.84359869,59822356.05413629,200344008.40518935,200344008.4051894,10925669.098126956 
 03/24  20:00:00,0.0,146066757.4074004,26303943.895732467,59822356.05413629,192362922.48276208,192362922.48276208,6791184.0 
 03/24  21:00:00,0.0,137846990.6267046,26303943.895732467,55180531.87831212,186619852.82285387,186619852.8228539,6791184.0 
 03/24  22:00:00,0.0,0.0,13151971.947866233,55180531.87831212,80271371.63626296,80271371.63626294,6791184.0 
 03/24  23:00:00,0.0,0.0,6575985.9739331169,55180531.87831212,73691760.40172555,73691760.40172553,6791184.0 
 03/24  24:00:00,0.0,0.0,4802369.727932371,44533202.00181078,58551584.40070834,58551584.40070834,6791184.0 
 03/25  01:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 03/25  02:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 03/25  03:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 03/25  04:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 03/25  05:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 03/25  06:00:00,525611.320725247,171362261.75896148,10829279.40873432,55180531.87831212,189425560.36887465,189425560.36887468,6791184.0 
 03/25  07:00:00,2508838.014665016,138579970.15817745,13129824.447208023,73747828.58160882,241513200.08874125,241513200.08874125,6791184.0 
 03/25  08:00:00,0.0,149525844.5099967,35222887.95666342,85222049.46327476,259034380.6701001,259034380.6701001,6791184.0 
 03/25  09:00:00,0.0,159797899.95712535,31422507.924083529,93345241.77096707,258775463.6190768,258775463.61907686,6791184.0 
 03/25  10:00:00,0.0,169730930.75242079,31041441.284638365,89863873.63909894,248579355.66036017,248579355.66036023,6791184.0 
 03/25  11:00:00,0.0,178252955.37088347,31041441.284638365,97987065.94679125,252336629.15137089,252336629.15137095,6791184.0 
 03/25  12:00:00,0.0,180238908.63006217,15520720.642319182,72652542.31660003,203650795.2884021,203650795.28840215,6791184.0 
 03/25  13:00:00,0.0,183986851.77604143,15520720.642319182,63368893.96495168,181518223.6356169,181518223.63561694,6791184.0 
 03/25  14:00:00,0.0,184184132.519446,15520720.642319182,57566613.74517146,181219258.39645643,181219258.3964564,6791184.0 
 03/25  15:00:00,0.0,181308812.27052696,15520720.642319182,52924789.569347288,190363095.0149385,190363095.0149385,6791184.0 
 03/25  16:00:00,0.0,181790934.81027214,15520720.642319182,54085245.61330333,205284239.23304645,205284239.23304645,6791184.0 
 03/25  17:00:00,0.0,185671699.6429452,5179615.743675357,48348135.17247035,188670367.28184725,188670367.28184725,6791184.0 
 03/25  18:00:00,0.0,0.0,5314027.269838482,41385398.90873409,47411924.380058,47411924.38005799,6791184.0 
 03/25  19:00:00,0.0,0.0,4676724.764031,33399901.5013581,44202183.512296479,44202183.51229647,6791184.0 
 03/25  20:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 03/25  21:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 03/25  22:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 03/25  23:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 03/25  24:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 03/26  01:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 03/26  02:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 03/26  03:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 03/26  04:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 03/26  05:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 03/26  06:00:00,0.0,0.0,5897289.928284483,41385398.90873409,66846578.21787359,66846578.21787359,6791184.0 
 03/26  07:00:00,0.0,0.0,6575985.9739331169,41385398.90873409,53387153.84521675,53387153.84521675,6791184.0 
 03/26  08:00:00,0.0,0.0,5874509.456934327,41385398.90873409,47972698.36693793,47972698.366937939,6791184.0 
 03/26  09:00:00,0.0,0.0,5257545.175665837,41385398.90873409,47355461.480953309,47355461.480953309,6791184.0 
 03/26  10:00:00,0.0,0.0,5173573.547439723,41385398.90873409,47271449.28245515,47271449.28245515,6791184.0 
 03/26  11:00:00,0.0,0.0,5173573.547439723,41385398.90873409,47271447.37041931,47271447.37041931,6791184.0 
 03/26  12:00:00,0.0,0.0,5173573.547439723,41385398.90873409,47271447.37041931,47271447.37041931,6791184.0 
 03/26  13:00:00,0.0,0.0,5173573.547439723,41385398.90873409,47271447.37041931,47271447.37041931,6791184.0 
 03/26  14:00:00,0.0,0.0,5173573.547439723,41385398.90873409,47271447.37041931,47271447.37041931,6791184.0 
 03/26  15:00:00,0.0,0.0,5173573.547439723,41385398.90873409,47271447.37041931,47271447.37041931,6791184.0 
 03/26  16:00:00,0.0,0.0,5173573.547439723,41385398.90873409,47271447.37041931,47271447.37041931,6791184.0 
 03/26  17:00:00,0.0,0.0,5181629.809087234,41385398.90873409,47279504.26945005,47279504.269450049,6791184.0 
 03/26  18:00:00,0.0,0.0,4416120.906561374,33399901.5013581,38423237.513858,38423237.513858,6791184.0 
 03/26  19:00:00,0.0,0.0,3861201.791338584,33399901.5013581,43386355.70955594,43386355.70955593,6791184.0 
 03/26  20:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 03/26  21:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 03/26  22:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 03/26  23:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 03/26  24:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 03/27  01:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 03/27  02:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 03/27  03:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 03/27  04:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 03/27  05:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 03/27  06:00:00,342635.4838368505,205299243.62545539,10829279.40873432,55180531.87831212,231344630.0113898,231344630.0113898,6791184.0 
 03/27  07:00:00,0.0,196591589.4803963,39041399.86065682,95796493.41677365,289575482.5264064,289575482.5264064,6791184.0 
 03/27  08:00:00,239992.93748396668,216327293.89439643,103786194.38966294,204227663.7591693,459601081.8184155,459601081.8184155,6791184.0 
 03/27  09:00:00,0.0,214770318.14916004,93965961.71941221,174055806.61631219,421725683.50186327,421725683.5018632,6791184.0 
 03/27  10:00:00,0.0,219332620.24898423,93124323.85391507,167093070.35257594,398664560.07783487,398664560.07783487,6791184.0 
 03/27  11:00:00,0.0,234776657.63619749,93124323.85391507,174055806.61631219,402331851.8163552,402331851.8163552,25784808.91192185 
 03/27  12:00:00,0.0,243809702.3438897,93124323.85391507,177667514.30607478,407911845.6367664,407911845.6367665,31703801.687242468 
 03/27  13:00:00,0.0,273285589.20796158,93124323.85391507,179858086.8360924,414246869.07698246,414246869.07698246,28415187.483241738 
 03/27  14:00:00,0.0,278368946.9521157,93124323.85391507,167093070.35257594,400759817.906857,400759817.906857,18454171.593974018 
 03/27  15:00:00,0.0,282975276.1502191,93124323.85391507,167093070.35257594,396839189.34900256,396839189.3490026,20166591.300930934 
 03/27  16:00:00,0.0,288636663.9186362,93124323.85391507,177537174.74818034,394995333.0324544,394995333.0324544,21302310.30943881 
 03/27  17:00:00,0.0,238849937.068673,51796157.436753619,140923939.57316489,289658517.83410277,289658517.83410277,15032874.443937879 
 03/27  18:00:00,0.0,218642072.2988034,31814814.707547644,69106004.40578464,187972486.26643545,187972486.2664354,15295276.55946265 
 03/27  19:00:00,0.0,209627061.1355627,38348359.691472288,59822356.05413629,186116671.0055709,186116671.0055709,6791184.0 
 03/27  20:00:00,0.0,201948356.56156302,26303943.895732467,59822356.05413629,177576317.76599629,177576317.7659963,10964581.242859118 
 03/27  21:00:00,0.0,196066999.85751916,26303943.895732467,55180531.87831212,175983818.4638787,175983818.46387876,6791184.0 
 03/27  22:00:00,0.0,0.0,13151971.947866233,55180531.87831212,80271371.63626296,80271371.63626296,6791184.0 
 03/27  23:00:00,0.0,0.0,6575985.9739331169,55180531.87831212,73691760.40172555,73691760.40172553,6791184.0 
 03/27  24:00:00,0.0,0.0,4802369.727932371,44533202.00181078,58551584.40070834,58551584.40070834,6791184.0 
 03/28  01:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 03/28  02:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 03/28  03:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 03/28  04:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 03/28  05:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 03/28  06:00:00,446264.8541614555,183147538.46217776,10829279.40873432,55180531.87831212,137854567.65701405,137854567.65701405,6791184.0 
 03/28  07:00:00,6302230.437570482,167892773.60801373,39455915.84359869,95796493.41677365,207181312.08254794,207181312.08254794,6791184.0 
 03/28  08:00:00,515279.3419535159,202632652.44233019,114884066.40329732,204227663.7591693,378232544.32542249,378232544.32542249,6791184.0 
 03/28  09:00:00,293237.4585263242,201360737.62047918,100326657.78634039,174055806.61631219,335491751.5236221,335491751.5236221,6791184.0 
 03/28  10:00:00,0.0,204455533.9611323,95576759.63202557,167093070.35257594,328905135.2944816,328905135.2944816,11366240.905557979 
 03/28  11:00:00,0.0,215301288.618141,93555649.64648134,174055806.61631219,342170995.05305626,342170995.05305626,25782695.591239685 
 03/28  12:00:00,0.0,214406379.43264044,93124323.85391507,177667514.30607478,350261118.79631265,350261118.7963127,31664233.75427094 
 03/28  13:00:00,0.0,230977812.0809364,93124323.85391507,179858086.8360924,361924951.3986688,361924951.3986688,31354344.849246697 
 03/28  14:00:00,0.0,231863024.5414574,93124323.85391507,167093070.35257594,353738424.4337671,353738424.4337671,15749216.82604816 
 03/28  15:00:00,0.0,237802878.9793036,93160577.03132886,167093070.35257594,360648860.6787395,360648860.67873957,20170230.071553478 
 03/28  16:00:00,0.0,248041015.2738921,94361065.24904859,177537174.74818034,380388671.4343481,380388671.43434819,23253231.06547297 
 03/28  17:00:00,0.0,224691448.32581309,53482024.343628678,140923939.57316489,298922843.86842718,298922843.86842718,13209418.83087001 
 03/28  18:00:00,0.0,207551534.3577847,35250790.70204063,69106004.40578464,206520823.98148758,206520823.98148758,15286946.217999995 
 03/28  19:00:00,0.0,200455091.7806778,39356258.62810824,59822356.05413629,207564489.5707049,207564489.57070495,6791184.0 
 03/28  20:00:00,0.0,194627758.070061,26303943.895732467,59822356.05413629,199911844.373496,199911844.373496,10959677.341343333 
